episode,score,epsilon
89,-268.1337611660972,0.00998645168764533
90,-285.3836675675834,0.00998645168764533
91,-299.07112662594824,0.00998645168764533
92,-303.937410477111,0.00998645168764533
93,-280.63849241570483,0.00998645168764533
94,-253.33602815769697,0.00998645168764533
95,-293.93495539022695,0.00998645168764533
96,-267.51204219267584,0.00998645168764533
97,-270.4272570414249,0.00998645168764533
98,-336.2407571810052,0.00998645168764533
99,-253.44397746423317,0.00998645168764533
100,-270.03819175216563,0.00998645168764533
101,-265.5341554698693,0.00998645168764533
102,-290.7409221822209,0.00998645168764533
103,-263.3105449040822,0.00998645168764533
104,-264.0227282928809,0.00998645168764533
105,-281.03836396536167,0.00998645168764533
106,-262.65305426485685,0.00998645168764533
107,-276.6523374152072,0.00998645168764533
108,-269.06945815403833,0.00998645168764533
109,-276.58394216212355,0.00998645168764533
110,-270.367518784988,0.00998645168764533
111,-258.8286725762204,0.00998645168764533
112,-255.25244617982972,0.00998645168764533
113,-276.1499459110365,0.00998645168764533
114,-265.0916896629567,0.00998645168764533
115,-276.9437069047868,0.00998645168764533
116,-263.9566419641496,0.00998645168764533
117,-243.63003990506027,0.00998645168764533
118,-274.5375890779466,0.00998645168764533
119,-251.51842039427245,0.00998645168764533
120,-292.7673392089843,0.00998645168764533
121,-278.28404844972613,0.00998645168764533
122,-275.1841939869226,0.00998645168764533
123,-264.2679787507371,0.00998645168764533
124,-285.6002722560813,0.00998645168764533
125,-275.66116514452426,0.00998645168764533
126,-277.9142682906889,0.00998645168764533
127,-284.1067608466474,0.00998645168764533
128,-275.2530161509419,0.00998645168764533
129,-274.0117459002479,0.00998645168764533
130,-257.56937528949146,0.00998645168764533
131,-270.9071204433912,0.00998645168764533
132,-267.61762200827974,0.00998645168764533
133,-273.6095941255732,0.00998645168764533
134,-262.597835528836,0.00998645168764533
135,-268.82337944665085,0.00998645168764533
136,-252.54616437458003,0.00998645168764533
137,-269.6155118867013,0.00998645168764533
138,-272.3504615654952,0.00998645168764533
139,-273.8826199164433,0.00998645168764533
140,-261.78468397161384,0.00998645168764533
141,-275.5167385895287,0.00998645168764533
142,-261.1380908035257,0.00998645168764533
143,-275.50463656250747,0.00998645168764533
144,-282.0580221511514,0.00998645168764533
145,-264.1112590336128,0.00998645168764533
146,-275.7517175807075,0.00998645168764533
147,-261.2673463233784,0.00998645168764533
148,-282.3095895303354,0.00998645168764533
149,-273.19959101808485,0.00998645168764533
150,-257.6000073432144,0.00998645168764533
151,-271.9664735800762,0.00998645168764533
152,-268.69145059114294,0.00998645168764533
153,-286.5168113949962,0.00998645168764533
154,-268.94113749192627,0.00998645168764533
155,-281.81841065090845,0.00998645168764533
156,-268.3578600759498,0.00998645168764533
157,-280.4435611462052,0.00998645168764533
158,-255.56135881287324,0.00998645168764533
159,-282.2115080408031,0.00998645168764533
160,-282.60955455521923,0.00998645168764533
161,-272.7634561865674,0.00998645168764533
162,-264.3997447032349,0.00998645168764533
163,-297.4653697045478,0.00998645168764533
164,-295.8576445925643,0.00998645168764533
165,-275.9811277688023,0.00998645168764533
166,-266.2937664028755,0.00998645168764533
167,-286.36296957125285,0.00998645168764533
168,-264.47510826591724,0.00998645168764533
169,-274.26048309174394,0.00998645168764533
170,-314.7707531273175,0.00998645168764533
171,-264.32113079679897,0.00998645168764533
172,-278.5463538813784,0.00998645168764533
173,-283.70725155388396,0.00998645168764533
174,-259.3871867253326,0.00998645168764533
175,-271.5276166306571,0.00998645168764533
176,-272.0202118356019,0.00998645168764533
177,-312.89449047490973,0.00998645168764533
178,-277.08393915370925,0.00998645168764533
179,-289.4018074695162,0.00998645168764533
180,-275.82840884256046,0.00998645168764533
181,-279.86867883392307,0.00998645168764533
182,-258.5873735836418,0.00998645168764533
183,-269.06784474466247,0.00998645168764533
184,-272.1800843058307,0.00998645168764533
185,-257.74059805270014,0.00998645168764533
186,-274.0110265365346,0.00998645168764533
187,-265.3266361174256,0.00998645168764533
188,-263.2756325280974,0.00998645168764533
189,-268.16706231336735,0.00998645168764533
190,-273.9938701879905,0.00998645168764533
191,-256.24882183873973,0.00998645168764533
192,-250.53885110171996,0.00998645168764533
193,-283.9890327099999,0.00998645168764533
194,-276.74463358842263,0.00998645168764533
195,-290.2095685873159,0.00998645168764533
196,-261.6458889265818,0.00998645168764533
197,-252.10703218302936,0.00998645168764533
198,-262.4242418715677,0.00998645168764533
199,-262.7997459335747,0.00998645168764533
200,-266.67311541775155,0.00998645168764533
201,-267.47582596217893,0.00998645168764533
202,-253.41834082385841,0.00998645168764533
203,-263.76220365892766,0.00998645168764533
204,-282.2341843795027,0.00998645168764533
205,-278.37020041909125,0.00998645168764533
206,-288.25667624524186,0.00998645168764533
207,-264.8532239621355,0.00998645168764533
208,-257.27726899946634,0.00998645168764533
209,-254.1611937832113,0.00998645168764533
210,-275.3825166477978,0.00998645168764533
211,-275.33988319482364,0.00998645168764533
212,-279.5063496751168,0.00998645168764533
213,-259.11375809863705,0.00998645168764533
214,-265.5432804555985,0.00998645168764533
215,-299.00258613333256,0.00998645168764533
216,-278.3406695997345,0.00998645168764533
217,-288.8852111113865,0.00998645168764533
218,-276.0149556225982,0.00998645168764533
219,-273.6202568903001,0.00998645168764533
220,-267.36978347251323,0.00998645168764533
221,-257.0784575079988,0.00998645168764533
222,-271.699486526854,0.00998645168764533
223,-251.46489916951037,0.00998645168764533
224,-261.5815792863767,0.00998645168764533
225,-256.64702873149713,0.00998645168764533
226,-281.06502139783737,0.00998645168764533
227,-263.1727227800383,0.00998645168764533
228,-251.48486425785413,0.00998645168764533
229,-271.2369434170943,0.00998645168764533
230,-255.71416127444897,0.00998645168764533
231,-251.83575178840113,0.00998645168764533
232,-254.54831798840462,0.00998645168764533
233,-281.7793811718196,0.00998645168764533
234,-254.74574444145279,0.00998645168764533
235,-267.13348046794647,0.00998645168764533
236,-261.58142298636875,0.00998645168764533
237,-275.6904432683424,0.00998645168764533
238,-264.73057656468836,0.00998645168764533
239,-277.84359820168,0.00998645168764533
240,-273.13013924382744,0.00998645168764533
241,-255.4776689306525,0.00998645168764533
242,-263.00626124619794,0.00998645168764533
243,-264.623859593942,0.00998645168764533
244,-261.4186347426844,0.00998645168764533
245,-270.1993401148912,0.00998645168764533
246,-271.59165827302405,0.00998645168764533
247,-247.49158527761125,0.00998645168764533
248,-247.9745151576022,0.00998645168764533
249,-254.20412187238145,0.00998645168764533
250,-240.01743925180344,0.00998645168764533
251,-265.62674418131644,0.00998645168764533
252,-272.5216199250831,0.00998645168764533
253,-248.56572555514774,0.00998645168764533
254,-247.53719761612237,0.00998645168764533
255,-273.1632312726521,0.00998645168764533
256,-272.11151256426814,0.00998645168764533
257,-247.99079625651058,0.00998645168764533
258,-275.27053726141247,0.00998645168764533
259,-272.18956568463113,0.00998645168764533
260,-254.4197717443514,0.00998645168764533
261,-260.185360141217,0.00998645168764533
262,-288.764688803517,0.00998645168764533
263,-269.54562349392194,0.00998645168764533
264,-296.70864533618436,0.00998645168764533
265,-271.02277239727124,0.00998645168764533
266,-278.40358026047295,0.00998645168764533
267,-262.4259121122858,0.00998645168764533
268,-291.7523145562718,0.00998645168764533
269,-288.6074289356736,0.00998645168764533
270,-255.1397450587089,0.00998645168764533
271,-270.5323567667434,0.00998645168764533
272,-265.36581624786425,0.00998645168764533
273,-263.5728835402713,0.00998645168764533
274,-276.13919672936464,0.00998645168764533
275,-261.4669200671298,0.00998645168764533
276,-279.70869172821483,0.00998645168764533
277,-280.3314295262825,0.00998645168764533
278,-267.3054702631527,0.00998645168764533
279,-268.7758546597119,0.00998645168764533
280,-269.73716291043655,0.00998645168764533
281,-270.3953726871794,0.00998645168764533
282,-265.72713958426414,0.00998645168764533
283,-260.4690360661465,0.00998645168764533
284,-246.56119073736045,0.00998645168764533
285,-272.70328030783963,0.00998645168764533
286,-318.0437515845429,0.00998645168764533
287,-272.04212172349673,0.00998645168764533
288,-250.44959523529013,0.00998645168764533
289,-254.23586291689688,0.00998645168764533
290,-247.45958805272292,0.00998645168764533
291,-265.29174652023585,0.00998645168764533
292,-263.0631987871851,0.00998645168764533
293,-267.0734120197777,0.00998645168764533
294,-296.9791819632248,0.00998645168764533
295,-260.08311093011736,0.00998645168764533
296,-268.3482993050336,0.00998645168764533
297,-243.72960055710777,0.00998645168764533
298,-265.72762586963495,0.00998645168764533
299,-253.35371543402974,0.00998645168764533
300,-269.1315854687185,0.00998645168764533
301,-250.75046225642663,0.00998645168764533
302,-255.32706735053142,0.00998645168764533
303,-277.34884953219847,0.00998645168764533
304,-260.42813063686776,0.00998645168764533
305,-253.0508532210752,0.00998645168764533
306,-297.46232600000525,0.00998645168764533
307,-249.65879795781646,0.00998645168764533
308,-317.6040414301968,0.00998645168764533
309,-281.20825718287915,0.00998645168764533
310,-253.71054659180047,0.00998645168764533
311,-256.13466732969397,0.00998645168764533
312,-258.402829175029,0.00998645168764533
313,-235.49662212823523,0.00998645168764533
314,-245.5796631674505,0.00998645168764533
315,-272.0153038856029,0.00998645168764533
316,-260.2864438140806,0.00998645168764533
317,-255.62068415990288,0.00998645168764533
318,-253.90796610695475,0.00998645168764533
319,-257.29996297384565,0.00998645168764533
320,-272.12114424836045,0.00998645168764533
321,-256.2532523870725,0.00998645168764533
322,-264.43065150298975,0.00998645168764533
323,-296.3125498062359,0.00998645168764533
324,-269.27855246021676,0.00998645168764533
325,-268.7277907247518,0.00998645168764533
326,-271.0113851916712,0.00998645168764533
327,-243.72465344484746,0.00998645168764533
328,-302.3391378581557,0.00998645168764533
329,-267.2374468608978,0.00998645168764533
330,-265.52713765461255,0.00998645168764533
331,-265.59515190026997,0.00998645168764533
332,-326.71728841102305,0.00998645168764533
333,-283.6720666308735,0.00998645168764533
334,-276.2273645295,0.00998645168764533
335,-273.76912236648224,0.00998645168764533
336,-265.75099424983915,0.00998645168764533
337,-287.0510060539779,0.00998645168764533
338,-271.78660369460033,0.00998645168764533
339,-267.10576201220675,0.00998645168764533
340,-252.8711960221376,0.00998645168764533
341,-278.3167798967869,0.00998645168764533
342,-250.79047809914337,0.00998645168764533
343,-261.0356141167748,0.00998645168764533
344,-256.92461131745597,0.00998645168764533
345,-268.06184126729113,0.00998645168764533
346,-331.9070053629162,0.00998645168764533
347,-251.87303594118916,0.00998645168764533
348,-268.641282726813,0.00998645168764533
349,-257.1963238290236,0.00998645168764533
350,-270.8896303549443,0.00998645168764533
351,-252.84814647199983,0.00998645168764533
352,-295.38811399988697,0.00998645168764533
353,-244.49400513579388,0.00998645168764533
354,-260.81826206037954,0.00998645168764533
355,-248.26670690518228,0.00998645168764533
356,-256.95974351185583,0.00998645168764533
357,-281.3990895841217,0.00998645168764533
358,-280.31155569278286,0.00998645168764533
359,-268.22148536783664,0.00998645168764533
360,-257.56674360690494,0.00998645168764533
361,-259.3096830992056,0.00998645168764533
362,-251.0839400700381,0.00998645168764533
363,-263.4548817685177,0.00998645168764533
364,-257.2280829551413,0.00998645168764533
365,-274.4726954126655,0.00998645168764533
366,-254.92724039612355,0.00998645168764533
367,-245.00412896131522,0.00998645168764533
368,-272.4216684984299,0.00998645168764533
369,-259.31024000100945,0.00998645168764533
370,-272.7577049586473,0.00998645168764533
371,-315.02161420285057,0.00998645168764533
372,-296.130157913861,0.00998645168764533
373,-268.2765070067639,0.00998645168764533
374,-275.3447567297636,0.00998645168764533
375,-265.3196386761254,0.00998645168764533
376,-256.25317508226027,0.00998645168764533
377,-266.8885648764755,0.00998645168764533
378,-269.7856496307402,0.00998645168764533
379,-249.1975185826239,0.00998645168764533
380,-254.34717018822798,0.00998645168764533
381,-254.2726408909658,0.00998645168764533
382,-251.63114966981158,0.00998645168764533
383,-259.391157187141,0.00998645168764533
384,-324.2257159586187,0.00998645168764533
385,-269.9256726565131,0.00998645168764533
386,-269.59330078547237,0.00998645168764533
387,-272.35121727968254,0.00998645168764533
388,-258.85035146267944,0.00998645168764533
389,-263.43039080809126,0.00998645168764533
390,-247.1972402318946,0.00998645168764533
391,-259.52394660282005,0.00998645168764533
392,-271.0343928019068,0.00998645168764533
393,-233.4697629414643,0.00998645168764533
394,-262.2984974047534,0.00998645168764533
395,-244.21472011815786,0.00998645168764533
396,-249.54591982378614,0.00998645168764533
397,-254.8975040382131,0.00998645168764533
398,-271.73125003543,0.00998645168764533
399,-298.11863909163725,0.00998645168764533
400,-288.08324048601753,0.00998645168764533
401,-285.21525185947183,0.00998645168764533
402,-260.89067164262394,0.00998645168764533
403,-265.8107566238862,0.00998645168764533
404,-264.6610346194343,0.00998645168764533
405,-293.7360524944655,0.00998645168764533
406,-251.77188116678428,0.00998645168764533
407,-282.2824113866655,0.00998645168764533
408,-253.71683648448226,0.00998645168764533
409,-304.0278189679207,0.00998645168764533
410,-275.6323350488594,0.00998645168764533
411,-269.5878311990009,0.00998645168764533
412,-272.5386736147596,0.00998645168764533
413,-256.7424294844824,0.00998645168764533
414,-272.24224927149794,0.00998645168764533
415,-268.1926114433945,0.00998645168764533
416,-305.7236986574135,0.00998645168764533
417,-269.74227509833094,0.00998645168764533
418,-298.5642585286438,0.00998645168764533
419,-262.25396442512016,0.00998645168764533
420,-257.785512111767,0.00998645168764533
421,-260.3395141295675,0.00998645168764533
422,-293.4245464639328,0.00998645168764533
423,-243.5946092699134,0.00998645168764533
424,-257.633893919144,0.00998645168764533
425,-258.502724692946,0.00998645168764533
426,-253.78428248288796,0.00998645168764533
427,-270.30324526737536,0.00998645168764533
428,-267.8062282682646,0.00998645168764533
429,-243.327368802146,0.00998645168764533
430,-246.08056307679797,0.00998645168764533
431,-256.1650673455472,0.00998645168764533
432,-275.05510876944743,0.00998645168764533
433,-246.41007558575095,0.00998645168764533
434,-271.98901094968284,0.00998645168764533
435,-282.8177365949258,0.00998645168764533
436,-257.66072699748315,0.00998645168764533
437,-263.0229707440522,0.00998645168764533
438,-247.0218045141853,0.00998645168764533
439,-259.77190205136003,0.00998645168764533
440,-290.33106031597055,0.00998645168764533
441,-278.27485884466824,0.00998645168764533
442,-266.48973070800565,0.00998645168764533
443,-284.80879856476577,0.00998645168764533
444,-259.5878677050766,0.00998645168764533
445,-253.5039480360768,0.00998645168764533
446,-287.09378228244765,0.00998645168764533
447,-288.5214887934249,0.00998645168764533
448,-248.95670737820714,0.00998645168764533
449,-302.2059904832438,0.00998645168764533
450,-287.3446695998631,0.00998645168764533
451,-276.1499904240888,0.00998645168764533
452,-268.3669237304424,0.00998645168764533
453,-265.2259495612009,0.00998645168764533
454,-275.6753001497604,0.00998645168764533
455,-261.08070072942394,0.00998645168764533
456,-295.7094747613607,0.00998645168764533
457,-254.11544825813684,0.00998645168764533
458,-271.1894347444431,0.00998645168764533
459,-274.4255226131108,0.00998645168764533
460,-284.23022214710846,0.00998645168764533
461,-272.1152199916413,0.00998645168764533
462,-289.35753272807153,0.00998645168764533
463,-258.39567374427054,0.00998645168764533
464,-275.9000360024554,0.00998645168764533
465,-261.4969878235588,0.00998645168764533
466,-265.1276605474964,0.00998645168764533
467,-256.1175617660923,0.00998645168764533
468,-261.3617305638382,0.00998645168764533
469,-265.1681784140431,0.00998645168764533
470,-246.00334099549363,0.00998645168764533
471,-249.00383742891552,0.00998645168764533
472,-263.3543992162368,0.00998645168764533
473,-274.5640711824346,0.00998645168764533
474,-257.00944548715336,0.00998645168764533
475,-266.0755781331278,0.00998645168764533
476,-271.60104363940764,0.00998645168764533
477,-301.6969448550999,0.00998645168764533
478,-276.00501568673025,0.00998645168764533
479,-275.9638554273016,0.00998645168764533
480,-259.97232874656635,0.00998645168764533
481,-253.46384317040557,0.00998645168764533
482,-267.24477928521156,0.00998645168764533
483,-242.3154744648373,0.00998645168764533
484,-340.2799408648143,0.00998645168764533
485,-267.72543346260926,0.00998645168764533
486,-315.06704285936144,0.00998645168764533
487,-272.47410069170735,0.00998645168764533
488,-260.4623901629345,0.00998645168764533
489,-258.079798621097,0.00998645168764533
490,-277.65548441744403,0.00998645168764533
491,-262.6534980109675,0.00998645168764533
492,-247.87044825474163,0.00998645168764533
493,-266.2497517814384,0.00998645168764533
494,-292.25045893050327,0.00998645168764533
495,-253.07892514502575,0.00998645168764533
496,-251.59863879211304,0.00998645168764533
497,-241.2655085720688,0.00998645168764533
498,-259.5800204356979,0.00998645168764533
499,-297.98424375844894,0.00998645168764533
500,-254.36130279940468,0.00998645168764533
